COD_PRODUTO;PRODUTO;CLASSIFICACAO
024810;MESA COMPUTADOR MELISSA RUSTICO/CAFE;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
010017;MESA COMPUTADOR ESPLENDIDA 7155 10 BR PINK;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
012600;RACK CASABLANCA IMB PT;MOVEIS SALA DE ESTAR RACK
017641;TV LED 39P TCL39B6B FULL HD;TECNOLOGIA TV E VIDEO TV
021203;PAINEL HOME MILAO CAP WOOD EBANO;MOVEIS SALA DE ESTAR PAINEL PARA TV
012883;CAMA SOLTEIRO CANDIDA II BR UVA;MOVEIS QUARTO CAMA
018408;BOX LINE OCM 260 USB SD FM F.SEARCH MULT USE;TECNOLOGIA AUDIO CAIXA AMPLIFICADA
022226;BASE GAZIN POLIESTER 27CMX1
014346;SAPATEIRA C PORTA C PES LINE MG;MOVEIS QUARTO SAPATEIRA
013296;ARM ACO IPLPG 60 D M01 M02 ESQ STILO PTO;MOVEIS COZINHA COZINHA COMPACTA
022164;ROUPEIRO 6PTS 3 GAV.NATURE DE MADEIRA;MOVEIS QUARTO GUARDA-ROUPA
G0006O;GE2 PC DESKTOP;SERVICOS GARANTIA
A00937;PROLONGADOR BICO - VALVULA RODO.PEQUENA (1913;ALMOXARIFADO
014674;NOKIA X2 01 DB CINZA PRETO;CELULAR SMARTPHONE
RHC00101;CAMISA 101 MAS   OPERAC   PP;ALMOXARIFADO
015165;ESTANTE OLINDA GRI PT;MOVEIS SALA DE ESTAR ESTANTE
016551;NOKIA ASHA 311 DB;CELULAR SMARTPHONE
013912;BICICLETA CALOI 100;LAZER ESPORTE E FITNESS BICICLETA
009058;DVP NS 53P REPRODUTOR DE CD DVD;TECNOLOGIA TV E VIDEO DVD
006570;VENTILADOR SF40 SILENCIO 40CM GRUPO SEB;ELETRO AR E VENTILACAO VENTILADOR
009055;MINI SYSTEM MHC RG 290;TECNOLOGIA AUDIO MINI SYSTEM
A00741;LED INFRAVERMELHO TIL32 5MM;ALMOXARIFADO
014142;ROUPEIRO 2 PTS.DUNE CLASSIC PREMIUM BR RS LIL;MOVEIS QUARTO GUARDA-ROUPA
005775;BICICLETA TOP HILL ALUMINIUM C;LAZER ESPORTE E FITNESS BICICLETA
A01324;RETENTOR  BOMBA OLEO VW 05159 BRAGF SAB;ALMOXARIFADO
024716;RECEPTOR MIDIA BOX HDTV B3;TECNOLOGIA TV E VIDEO RECEPTOR
006323;BICICLETA ELIANA ARO 16;LAZER ESPORTE E FITNESS BICICLETA
A00637;BLOCO VENDAS   AMARELO;ALMOXARIFADO
020076;TAMPO DE MADEIRA CD 403 P COZ 80 38 GTO MAR;MOVEIS COZINHA TAMPO
017614;SAMSUNG GALAXY S7562 PRETO DB;CELULAR SMARTPHONE SMARTPHONE
023539;COZINHA DANIELA 710 TX ESSENZE/BROWN;MOVEIS COZINHA COZINHA COMPACTA
A02323;VEDACAO DO MOTOR DA UNIDADE HIDRAULICA - PR20;ALMOXARIFADO
012433;MESA JACAREI 1
010247;SONY ERICSSON W880 DB;CELULAR SMARTPHONE
018356;QUADRICICLO EL 12V 2607;LAZER BRINQUEDOS MINI VEICULO
012735;ARM ACO ITANOVA SMART IP 31V D PT;MOVEIS COZINHA COZINHA COMPACTA
024816;AUTO RADIO MVH-298BT;TECNOLOGIA AUTOMOTIVOS SOM AUTOMOTIVO
012342;RACK MIRELA MF;MOVEIS SALA DE ESTAR RACK
A00968;SACO DE LIXO 200 SUPER REFORCADO;ALMOXARIFADO
018301;CONJ.SUPREMA 1
023479;BICICLETA A-16 NIC/PIX PRETA HOUSTON;LAZER ESPORTE E FITNESS BICICLETA
018978;COMODA JUMA AMD TOUCH;MOVEIS QUARTO COMODA
021634;BOX BEGE MULTIFLEX 0
017666;FOGAO DOM 6BC.BF076BRUNA FS INOX;ELETRO ELETRODOMESTICO FOGAO
016153;POLTRONA PLATINUM BRANCA;MOVEIS TERRACO POLTRONA
013471;ROUPEIRO 6 PTS PORTO RICO REF.649 IMB PT;MOVEIS QUARTO GUARDA-ROUPA
022671;VENTILADOR TS30 PT 220V MALLORY;ELETRO AR E VENTILACAO VENTILADOR
016383;SAMSUNG C3312 CLARO;CELULAR SMARTPHONE
G0000V;GE1 ELETROPORTATEIS;SERVICOS GARANTIA
020488;ACESSORIO MONOPOD PAU DE SELFIE CABO PRETO;CELULAR ACESSORIO ACESSORIO
014194;SANDUICHEIRA INOX SUGGAR;ELETRO ELETROPORTATEIS SANDUICHEIRA
018183;BICICLETA COLLI CBX 750 A24 21M MASC.VERMELHA;LAZER ESPORTE E FITNESS BICICLETA
023695;KIT COZ COMP AMD/MK AZULEJO MAD E-780-AMMA;MOVEIS COZINHA KIT
A02109;BOMBA OLEO;ALMOXARIFADO
015758;MESA P  COMPUTADOR VENETO MP TB;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
021860;TV LED 40L5400 SEMP TCL;TECNOLOGIA TV E VIDEO SMART TV
020884;SMARTPHONE MOTOROLA MOTO G 3 1544HDTV DB PTO;CELULAR SMARTPHONE SMARTPHONE
017298;KIT EXPOSITOR ADESIVADO 55X115;ELETRO ELETRODOMESTICO ACESSORIOS
A02854;EVAPORADOR SLIPT 11500;ALMOXARIFADO
013637;BICICLETA ERGOMETRICA CLB 10 CALOI CLASSIC;LAZER ESPORTE E FITNESS BICICLETA ERGOMETRICA
013020;ESTANTE HANOVEM BR PT;MOVEIS SALA DE ESTAR ESTANTE
005683;ESPREMEDOR DE FRUTAS EFF;ELETRO ELETROPORTATEIS ESPREMEDOR
008964;FOGAO GAS 6BC.VENEZA BCO TT VS 3;ELETRO ELETRODOMESTICO FOGAO
015522;CAMA SOLTEIRO SANDIEGO CARV BI PT;MOVEIS QUARTO CAMA
017984;SAMSUNG E2220 PRETO DB;CELULAR SMARTPHONE
010083;CAMA SOLTEIRO 1560;MOVEIS QUARTO CAMA
021612;COMODA UV 4266 VITREO TKA SENSITIVE;MOVEIS QUARTO COMODA
A01367;PATCH PANEL 24P CAT5E SL AMP;ALMOXARIFADO
015360;CPU TF200 PDCE5800 2GB HD500 LINUX;TECNOLOGIA INFORMATICA PC
S0004V;SERVICO DE PROTECAO TOTAL 15;SERVICOS SEGURO CELULAR
016241;LC LIA ARMARIO 1.20 C DVD 223 BR ACA GRAF;MOVEIS COZINHA COZINHA COMPACTA
011193;RADIO C T.DISC.LASER MAX G85 TD XAZ;TECNOLOGIA AUDIO SOM PORTATIL
RHA00340;CALCA 205 MAS   VEND LOJA   40;ALMOXARIFADO
G0005P;GE2 BLU RAY;SERVICOS GARANTIA
015431;FOGAO 5BC CONT AVANZATO PISO INOX;ELETRO ELETRODOMESTICO FOGAO
A00419;ARQ. MORTO POLIBRAS;ALMOXARIFADO
009869;RACK CRISTAL IMABEL;MOVEIS SALA DE ESTAR RACK
021875;SMARTPHONE SAMSUNG GAL J2 CLARO BRANCO;CELULAR SMARTPHONE SMARTPHONE
021715;COMODA 5GAV.570-44 ARTICO/CHAMPAGNE;MOVEIS QUARTO COMODA
A01698;ETIQUETA ADESIVA 25
021348;CONJ.VITORIA 1
018531;MESA C 6 CAD.PRAIANA  AMD PT TEC BG;MOVEIS SALA DE JANTAR CONJUNTO MESA
014801;MULTIUSO 350 BALCAO TABUA PASSAR BR PT PADRA;MOVEIS COZINHA TABUA DE PASSAR
016754;REFRIGERADOR DUPLEX NRBB 51PV1WB BR;ELETRO ELETRODOMESTICO REFRIGERADOR
019379;RACK FORT 150 AV CAST;MOVEIS SALA DE ESTAR RACK
023311;ALTO FALANTE TS1360 BR PIONEER;TECNOLOGIA AUTOMOTIVOS ALTO FALANTE
014602;CAMA CASAL SIENA REF 665 TB BR;MOVEIS QUARTO CAMA
012611;ESTANTE CARIBE MG;MOVEIS SALA DE ESTAR ESTANTE
011036;CAMA SOLT BIBOX FRANCA;MOVEIS QUARTO CAMA
018915;COMODA BRENDA IMB PT;MOVEIS QUARTO COMODA
013228;ARM ACO ITANOVA SMART IP 31V D AZ;MOVEIS COZINHA COZINHA COMPACTA
023472;POLTRONA PONTA VERDE PRETA;MOVEIS TERRACO POLTRONA
A01439;LAMPADA  AUTOMOTIVA H3-24V;ALMOXARIFADO
018916;COMODA BRENDA BR PT;MOVEIS QUARTO COMODA
002038;TV BRANCO E PRETO 17 PB 17A2;TECNOLOGIA TV E VIDEO TV
011626;MULTIPROCESSADOR TRITER COM LIQUID MALLORY;ELETRO ELETROPORTATEIS PROCESSADOR DE ALIMENTOS
020827;REFRIGERADOR DOMEST 2PTS 352L BRM39EKBNA PL C;ELETRO ELETRODOMESTICO REFRIGERADOR
016791;ROUPEIRO 4 PTS.LIATRIS 3 GAV IMB PT AC;MOVEIS QUARTO GUARDA-ROUPA
011851;ORGANIZADOR GIOVANA T BR;MOVEIS QUARTO SAPATEIRA
016311;ARM VIVACE IPHMNCH 120 BR;MOVEIS COZINHA ARMARIO
022424;PANELA PA-3015BR2 DE ARROZ SEMP TCL;ELETRO ELETROPORTATEIS PANELA ELETRICA
012590;ESTANTE ABRUZZO IMB PT;MOVEIS SALA DE ESTAR ESTANTE
021693;VENTILADOR VF30 SILENCE FORCE PR S;ELETRO AR E VENTILACAO VENTILADOR
A01289;GEOMETRIA  ALINHAMENTO;ALMOXARIFADO
017373;CAMERA DIGITAL DSC TF1 R VERMELHA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
003805;FOGAO 6 BC. PRINCE II LC GE BIV;ELETRO ELETRODOMESTICO FOGAO
022092;LIQUIDIFICADOR CRISTAL 700 PR 4V 220V C FILTE;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
024509;ARM ACO LUCE IG3G2-105 PRETO;MOVEIS COZINHA BALCAO
023071;COMODA ARIANA DEMOLICAO;MOVEIS QUARTO COMODA
A00854;LAMPADA ESMAGADA 12V 3W GRANDE GE  (9234);ALMOXARIFADO
019744;GRILL E SAND INOX S 07 PREMIUM 220V;ELETRO ELETROPORTATEIS SANDUICHEIRA
015699;BICICLETA KONSTANZ TERRACOTA ARO 700 A12;LAZER ESPORTE E FITNESS BICICLETA
010165;GRANITO OCRE EM TAMPOS DE MESA RET.120 X 0
022389;BERCO MANU BRANCO/CARVALHO;MOVEIS QUARTO BERCO
023394;PAINEL HOME CAPRI ROVERE;MOVEIS SALA DE ESTAR PAINEL PARA TV
G0001L;GE1 TV 3D LCD;SERVICOS GARANTIA
005768;CONDICIONADOR AR  7500 C CONTR;ELETRO AR E VENTILACAO AR CONDICIONADO
021495;PANELA PE 10 ELETRICA BIANCA RICE;ELETRO ELETROPORTATEIS PANELA ELETRICA
018967;HOME ZEUS CAPUCCINO WOOD PEROLA WOOD;MOVEIS SALA DE ESTAR HOME
004105;TV COR 14 MONIT 1470 CR;TECNOLOGIA TV E VIDEO TV
013187;ROUPEIRO 4 PTS.ESSENCIAL BR;MOVEIS QUARTO GUARDA-ROUPA
A01242;JG DE REPARO DO CABECOTE;ALMOXARIFADO
017877;LAVADORA BWG11ABBNA ATIVE 11 KG 220V BR;ELETRO ELETRODOMESTICO LAVADORA
018338;ROADSTER PASSEIO FASHION 436;LAZER BRINQUEDOS
012087;CAMA CASAL ISABELLE ALM PAL MF;MOVEIS QUARTO CAMA
021796;REFRIGERADOR DF51;ELETRO ELETRODOMESTICO REFRIGERADOR
018845;TELEFONE S FIO DIGITAL C SECRET ELET TS 6130;ELETRO ELETROPORTATEIS TELEFONE
013743;CAMERA DIGITAL C143 PRATA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
A02281;RESERVATORIO RAD MB ACCELO 715/915C;ALMOXARIFADO
011759;MESA CANTO MONET 229 09;MOVEIS SALA DE ESTAR MESA DE CENTRO
016596;HOME ZEUS CAPUCCINO WOOD PER;MOVEIS SALA DE ESTAR HOME
008513;FERRO F 04 SECO MAXIMUS 12;ELETRO ELETROPORTATEIS FERRO
019477;BALCAO BA 30 CARV BR UV;MOVEIS COZINHA BALCAO
023193;ALTO FALANTE TS1760 BR;TECNOLOGIA AUTOMOTIVOS ALTO FALANTE
A01332;RETENTOR-02690-BRG;ALMOXARIFADO
012680;CRIADO MONTEREY TB BR;MOVEIS QUARTO CRIADO MUDO
011654;CAMERA DE VIDEO DE IMAGEM DSC W320 S PRATA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
A02451;OLEO PENEUMATICO SAE 10 24X1 CLAUMAR;ALMOXARIFADO
022044;TAMPO SUP C VISTA 120CM GOURMET GRAN PT;MOVEIS COZINHA
017396;LG OPTIMUS L3 II  E435 DUAL BRANCO;CELULAR SMARTPHONE SMARTPHONE
016392;CADEIRA PEQUIM 5CA541CR2 CR 21 21 PT;MOVEIS COZINHA CADEIRA
011827;TV LCD KDL 60 EX505 120HZ;TECNOLOGIA TV E VIDEO TV
015164;ESTANTE MADRI DUBAI AM PT;MOVEIS SALA DE ESTAR ESTANTE
024085;PULSO DR PULSEIRA DR QZ M 2115KOS/4X TECHNOS;CELULAR RELOGIO RELOGIO
S00061;SERVICO DE PROTECAO TOTAL 57;SERVICOS SEGURO CELULAR
020966;PEN DRIVE 32GB PD589 TWIST PRETO;TECNOLOGIA INFORMATICA PEN DRIVE
A02744;BUCHA PLASTICA P/ FIXACAO N 6;ALMOXARIFADO
A01143;BUCHA DO ESTABILISADOR DIANTEIRO;ALMOXARIFADO
009843;MESA CENTRO VIDRO ESPERANCA;MOVEIS SALA DE ESTAR MESA DE CENTRO
008826;CAMA SOLTEIRO ELOISA;MOVEIS QUARTO CAMA
014768;MOTOROLA EX 108 CLARO;CELULAR SMARTPHONE
007696;SANDUICHEIRA RI 2383  10 BR WALITA;ELETRO ELETROPORTATEIS SANDUICHEIRA
011189;TELEVISOR LCD 40 LN40 B530 P2MXZD;TECNOLOGIA TV E VIDEO TV
022572;CAD VINIL XADREZ BRCO C/PTO/CROM/JUNCO PTO;MOVEIS SALA DE JANTAR CADEIRA
017494;CAIXA AMPLIFICADA BS 3000 USB FM;TECNOLOGIA AUDIO SOM PORTATIL
S0001A;SERVICO DE PROTECAO SEM DESCULPAS46;SERVICOS SEGURO CELULAR
017975;SAMSUNG GALAXY NOTE II N7100 CZA;CELULAR SMARTPHONE
007089;COLCHAO NOBRE D 45  78 X 188 X 18 ORTOLITE;MOVEIS COLCHAO COLCHAO
012464;COMODA BRISTOL C ESP.LX MG;MOVEIS QUARTO COMODA
012703;COZINHA ANITA BRA;MOVEIS COZINHA COZINHA COMPACTA
012432;ARM.SIMPLES MEDIO PT DT VID. 81052 VD;MOVEIS COZINHA COZINHA COMPACTA
006396;TELEFONE TC 500 C CH PEROLA;ELETRO ELETROPORTATEIS TELEFONE
017920;CAMERA DIGITAL SONY DSC W730 ROSA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
015371;ZTE R228 DB ROSA BARBIE;CELULAR SMARTPHONE
024125;PULSO DR PULSEIRA DR QZ F AL2035DR/4X;CELULAR RELOGIO RELOGIO
018426;DUROSPRING LEK P.UNO 138X188 BLACK;MOVEIS COLCHAO COLCHAO
014044;BICICLETA R26 TRS PT FOSCO A13;LAZER ESPORTE E FITNESS BICICLETA
000010;TX ENTREGA III;SERVICOS ENTREGA
017468;LIQUIDIFICADOR CRISTAL 600W PR C FILTER;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
018455;CAMA SOLTEIRO LUANA   AUX.PREMIUM BR LIL PINK;MOVEIS QUARTO CAMA
RHA00352;CALCA 205 MAS   VEND LOJA   52;ALMOXARIFADO
022951;COND.DE AR MAX P 9000BTUS Q/F AR09HPSUAWQ/AZ;ELETRO AR E VENTILACAO AR CONDICIONADO
A00434;MESA PARIS
005641;REFRIGERADOR 2PTS CONSUL 420L CRM 42C;ELETRO ELETRODOMESTICO LAVADORA
022271;MESA DL-902 NM UV;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
015935;CELULAR MULTILASER STAR DUAL TV 4CHIPS PTO AZ;CELULAR CELULAR CELULAR
012474;COZINHA COMPACTA MAREA BR PT;MOVEIS COZINHA COZINHA COMPACTA
G00001;GE1 COND. AR 10.000 BTU 1;SERVICOS GARANTIA
020961;SECADOR ATTIVA 170 3000 220V ASS1562;ELETRO BELEZA E SAUDE SECADOR DE CABELO
014042;SONY ERICSSON W100 VIVO;CELULAR SMARTPHONE
A02490;ABRACADEIRA 14X32;ALMOXARIFADO
015939;SAMSUNG GALAXY W I8150 DB;CELULAR SMARTPHONE
A00497;TONER HP 451   MAGENTA;ALMOXARIFADO
010342;NOKIA 1208;CELULAR SMARTPHONE
007942;SAMSUNG GSM X460 PTA PRE PAGO CLARO;CELULAR SMARTPHONE
022584;BASE GAZIN SUEDE MARRON LISA 1
024833;ESTANTE DUE CARVALHO VIENA/MALTE 580;MOVEIS SALA DE ESTAR ESTANTE
016282;ARM ALLEGRO LACA IG3G2 105 BR;MOVEIS COZINHA COZINHA COMPACTA
018129;LAVADORA ALTA PRESSAO PW1300TDW B2 B.E DECKER;ELETRO UTILIDADES DOMESTICAS LAVADORA ALTA PRESSAO
024693;MIXER VERTICAL SB55-B2 BLACK & DECKER;ELETRO ELETROPORTATEIS ESPREMEDOR
014457;UNID.DIG.P.CI 5650 TF200 4G 2X 1TB W7;TECNOLOGIA INFORMATICA PC
010144;FORNO MICROONDAS EM25L 220 60;ELETRO ELETRODOMESTICO FORNO
021487;SANDUICHEIRA S-12 FAST 220V;ELETRO ELETROPORTATEIS SANDUICHEIRA
014370;G.ROUPA LINE 4 PTS 2 GAV CZ/PT VILA RICA;MOVEIS QUARTO GUARDA-ROUPA
017056;ROUPEIRO 6 PTS.CLASSIC 2910605 IMB IMB PT;MOVEIS QUARTO GUARDA-ROUPA
017181;CAMA SOLTEIRO BALEARES II  AUX.PREM.TB BR;MOVEIS QUARTO CAMA
A01210;CANO RODO-AR 90CM  (515);ALMOXARIFADO
011488;MOTOROLA EM35 DB;CELULAR SMARTPHONE
023446;TABLET NB264 MS70 4G PRATA OCTA CORE;TECNOLOGIA INFORMATICA TABLET
021562;PRANCHA ESSENCE CERAMICA;ELETRO BELEZA E SAUDE PRANCHA
024351;CAD LONDRES CR 110 METAL CM2C056CR2-110;MOVEIS COZINHA CADEIRA
020560;BOX LINE OCM 290;TECNOLOGIA AUDIO CAIXA AMPLIFICADA
011576;MP4 4GB VIVIA PT;TECNOLOGIA AUDIO MP3
014723;MESA COMPUTADOR CORDOBA TB;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
022802;SMARTPHONE LENOVO VIBE K6 PLUS DB GRAFITE;CELULAR SMARTPHONE SMARTPHONE
012675;COMODA VALENCIA TB BR;MOVEIS QUARTO COMODA
010840;FOGAO 5BC.QUANTUN CONT PS BR;ELETRO ELETRODOMESTICO FOGAO
011753;COLCHAO NOBRE D60 188 X 078 X 020;MOVEIS COLCHAO COLCHAO
015734;CADEIRA CHR 1001 BRANCA COM ASSENT ENCOST. PT;MOVEIS TERRACO CADEIRA
012812;REFRIGERADOR RDE30;ELETRO ELETRODOMESTICO LAVADORA
010663;SIM CARD 128K PF COM BLISTER AVULSO;CELULAR CHIP
022298;CAIXA ACUSTICA PHT1000;TECNOLOGIA AUDIO CAIXA AMPLIFICADA
005105;ESCADA MULTI USO            835   03 ANO;ELETRO UTILIDADES DOMESTICAS CAIXA DE FERRAMENTA
A02674;MOCKUP ACRILICO CELULAR;ALMOXARIFADO
014693;COZINHA TRID 2170 1
017838;CADEIRA TURQUIA CR 40 40;MOVEIS SALA DE JANTAR CADEIRA
019655;DVD AMVOX AMD 290 2 C ENT USB;TECNOLOGIA TV E VIDEO DVD
013624;ROUPEIRO 3 PTS. DUNE C ESP. BR MP;MOVEIS QUARTO GUARDA-ROUPA
015681;VENKO CARISMA 4 CHIPS DB PRETO;CELULAR SMARTPHONE
009196;NOKIA 2310 GSM CLARO;CELULAR SMARTPHONE
019355;MOTOROLA MOTO E TV XT1025 COLORS PTO;CELULAR SMARTPHONE SMARTPHONE
007038;TELEVISOR EM CORES CONJ.C RADIO TV 1421;TECNOLOGIA TV E VIDEO TV
023676;CONJUNTO F060-A7/M047 CROMADA METAL CMC378-CR;MOVEIS TERRACO MESA
006052;RADIO GRAVADOR C CD RG 8167 LET;TECNOLOGIA AUDIO SOM PORTATIL
016766;BICICLETA A 24 BRISTOL PEAK C CESTA BR RS;LAZER ESPORTE E FITNESS BICICLETA
019922;CLIMATIZADOR PLC1F;ELETRO AR E VENTILACAO CLIMATIZADOR
015030;MESA COMPUTADOR PRATIKA CAR PT;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
018712;SAMSUNG GALAXY POCKET NEO S5312 DUOS BCO DB;CELULAR SMARTPHONE
A00584;CABO HDMI 1.4A 5.0MT;ALMOXARIFADO
019376;C6943 XPERIA Z1 BRANCO;CELULAR SMARTPHONE
022004;NOTEBOOK CLOUDB ACER ES1431 CEL 2GB 32G W10 V;TECNOLOGIA INFORMATICA NOTEBOOK
007043;TICO TICO NEW FLASH GIRL 601;LAZER BRINQUEDOS
009282;SAMSUNG C400  PRE  TIM;CELULAR SMARTPHONE
014954;ARM.CANTONEIRA INTEIRA 86026 A;MOVEIS COZINHA COZINHA COMPACTA
008980;SECADOR SMART 220V STD TAIFF;ELETRO BELEZA E SAUDE SECADOR DE CABELO
024765;PENTEADEIRA PRINCESA ROSA PATRIMAR;MOVEIS QUARTO PENTEADEIRA
018213;TABLET NB033 PC M PRO 7 3G ROSA;TECNOLOGIA INFORMATICA TABLET
009547;SONY ERICSSON W710i DB;CELULAR SMARTPHONE
RHA00456;CALCA 207 MAS   GER LOJ CORP   56;ALMOXARIFADO
013229;ARM ACO ITANOVA SMART IP 31V D VERM;MOVEIS COZINHA COZINHA COMPACTA
005305;BICICLETA  ARO 26 BIG;LAZER ESPORTE E FITNESS BICICLETA
A00052;LIVRO REGISTRO DE EMPREGADOS;ALMOXARIFADO
023158;APARADOR GRANDA 1
A00638;APAGADOR P  QUADRO BRANCO;ALMOXARIFADO
023910;SMARTPHONE SAMSUNG GAL J5 PRIME DB DOURADO;CELULAR SMARTPHONE SMARTPHONE
024649;CAB.BOX 1.38 FRAMAR ELISA MALBEC/MALBEC;MOVEIS QUARTO CABECEIRA
A00422;CAFE;ALMOXARIFADO
006789;BEBEDOURO COMPACTO ADVANCED INOX;ELETRO ELETRODOMESTICO BEBEDOURO
010275;LAVADORA S A.7KG CWN07 ABBNA;ELETRO ELETRODOMESTICO LAVADORA
009554;ROUPEIRO 4 PTS.CLASSIC 291045;MOVEIS QUARTO GUARDA-ROUPA
G0009I;GE1 IPHONE;SERVICOS GARANTIA
023665;SMARTPHONE SAMSUNG GALAXY S8 G950 DB PRETO;CELULAR SMARTPHONE SMARTPHONE
023416;ROUPEIRO BALI II 228 BRANCO/ROSA/AZUL/LILAS;MOVEIS QUARTO GUARDA-ROUPA
RHC00C01;CAMISA 108 FEM   EQ LOJA   PP;ALMOXARIFADO
011525;CPU E1500 P.CELERON DUAL CORE 2GB HD320;TECNOLOGIA INFORMATICA PC
012891;COMODA LAIS 4 GAV.IMB MP;MOVEIS QUARTO COMODA
009217;MAQUINA DE COST.MOD Z 22 ZIG ZAG C MOVEL 767S;ELETRO UTILIDADES DOMESTICAS MAQUINA DE COSTURA
021966;LIQUID.RI 2103/92 WALITA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
024365;PANELEIRO ACO DPL VD EVIDENCE;MOVEIS COZINHA PANELEIRO
017195;LG C333 3 CHIPS ROSA DB;CELULAR SMARTPHONE
018429;CAMA SOLTEIRO GUARA AMD;MOVEIS QUARTO CAMA
014116;CONJUNTO MOSCOU 3 2 LUG.740X741;MOVEIS SALA DE ESTAR SOFA
023019;FOGAO 6BC. CARIBE 6078 BR;ELETRO ELETRODOMESTICO FOGAO
006004;APARELHO CELULAR 5125;CELULAR SMARTPHONE
015161;SECADOR TOURM.ION CER.V2000W TAIFF;ELETRO BELEZA E SAUDE SECADOR DE CABELO
020942;ORGANIZADOR ALINE NOCE;MOVEIS QUARTO ORGANIZADOR
019403;HOME THEATER HT-09;TECNOLOGIA TV E VIDEO HOME THEATER
008741;REFRIGERADOR D.SECO 1 P.340L CRA 34 DCBNA B;ELETRO ELETRODOMESTICO LAVADORA
012593;ESTANTE ARUBA TB MAP;MOVEIS SALA DE ESTAR ESTANTE
016138;KIT MAYRA 9898 BR ARG.;MOVEIS COZINHA ARMARIO
022833;SMARTPHONE LG X POWER K220DSF DB DOURADO;CELULAR SMARTPHONE SMARTPHONE
009219;MOTOROLA V3 PRETO DB;CELULAR SMARTPHONE
018089;ESTANTE DUNA FREIJO ORO CREMA;MOVEIS SALA DE ESTAR ESTANTE
RHA00148;CALCA 201 MAS   OPERAC   48;ALMOXARIFADO
A01992;PNEU PRETINHO 5L  (VONIXX );ALMOXARIFADO
007666;TOCA DISCO DIGITAL LASER PORTATIL D 20 X COMB;TECNOLOGIA TV E VIDEO DVD
024309;CONJ.LONDRES SAVAGE MARROM/BEGE;MOVEIS SALA DE ESTAR SOFA
004962;BATEDEIRA PEROLA BRANCA;ELETRO ELETROPORTATEIS BATEDEIRA
015129;LIQUID.LN30 FACICLIC GRUPO;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
017471;LIQUIDIFICADOR PARIS BR C FILTER;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
016934;BIBOX HORTENCIA BAU TB BR;MOVEIS QUARTO CAMA
005549;LIQUIDIFICADOR AUTOCLEAN BA;ELETRO ELETROPORTATEIS LIQUIDIFICADOR
010394;SECADOR BIV HP4980 WALITA;ELETRO BELEZA E SAUDE SECADOR DE CABELO
023494;ESCOVA ALISADORA ESC200 CADENCE;ELETRO BELEZA E SAUDE ESCOVA MODELADORA
022853;RACK PEGASUS NATURALE FENDI;MOVEIS SALA DE ESTAR RACK
007300;MOTOROLA V60T PRATA COLOR NPP;CELULAR SMARTPHONE
016581;BERCO MULTIFUNCIONAL BB 41 BRANCO UV;MOVEIS QUARTO BERCO
009724;BICICLETA ONIX ARO 26 C CESTA;LAZER ESPORTE E FITNESS BICICLETA
A02617;PINO POSIONADOR C ESFERA;ALMOXARIFADO
015952;CAMERA SAMSUNG DIG.PL20 PRETA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
015243;CAMA CASAL MONTELO BR BR PT;MOVEIS QUARTO CAMA
019913;DVD DVP2850X/78 REP DVDS
018842;ARM E FIRME SOFT BAMBU ESPECIAL;MOVEIS COLCHAO COLCHAO
A01229;ENGRENAGEM DE 3 MOVEL DA CX EATON;ALMOXARIFADO
016113;KIT MAYRA 9898 BR ARG;MOVEIS COZINHA ARMARIO
017366;CAMERA DIGITAL DSC W710 S PRATA;TECNOLOGIA CÂMERA E FILMADORA CÂMERA
016953;CAMA CASAL FLORIPA BR PT;MOVEIS QUARTO COMODA
021407;CABECEIRA ISABELA CASAL PLUS CARV CHAMP;MOVEIS QUARTO CABECEIRA
S0008L;SERVICO DE PROTECAO TOTAL 89;SERVICOS SEGURO CELULAR
024796;REFRIGERADOR NR-BB53PV3XB 425L ACO INVERTER;ELETRO ELETRODOMESTICO REFRIGERADOR
02707;CINTO PQT 1 ARG S/ CABO;ALMOXARIFADO
016599;HOME VEGA VULCANO WOOD PT;MOVEIS SALA DE ESTAR ESTANTE
015029;MESA COMPUTADOR PRATIKA TB MP;MOVEIS ESCRITORIO MESAS DE COMPUTADOR
019469;APARADOR FABRICE CQ RT.1
S0006L;SERVICO DE PROTECAO TOTAL 17;SERVICOS SEGURO CELULAR
023780;RADIO CJ88.ABRALLK C/T.D.DIG.A LASER LG;TECNOLOGIA AUDIO MINI SYSTEM
A02380;CABO COAXIAL 6 BRANCO BO300;ALMOXARIFADO
S000A7;SERVICO DE PROTECAO TOTAL 147;SERVICOS SEGURO CELULAR
